365,537,994,387,843,183,925,544,736,534;479,387,712,182,678,680,617,147,17,966
827,401,658,949,861,879,670,168,338,522;145,557,401,559,938,421,467,153,641,230
956,905,39,830,692,451,840,316,799,402;254,622,351,393,927,9,528,826,757,284
742,955,211,247,475,252,407,888,967,720;276,5,470,192,906,947,126,586,720,693
121,762,833,881,127,719,613,664,876,998;22,431,601,167,239,396,430,249,387,40
398,724,431,125,55,84,553,802,311,325;37,383,699,578,997,798,695,55,486,365
335,975,864,179,999,442,477,956,102,411;711,377,638,65,547,737,722,186,365,252
352,557,948,106,414,267,795,360,841,538;346,785,776,38,2,344,765,805,622,775
639,304,131,847,767,375,709,23,898,585;120,575,269,715,366,791,682,580,788,117
580,252,886,73,378,543,573,430,48,368;41,607,643,169,383,839,542,743,689,661
651,112,672,266,183,993,219,212,936,676;625,538,171,634,839,470,89,85,572,340
961,423,993,899,254,733,138,298,510,826;815,908,702,765,653,911,144,2,747,837
156,727,621,704,876,264,77,115,485,994;251,576,174,45,474,497,415,47,239,185
617,540,959,774,945,765,666,107,62,267;804,663,495,718,313,939,168,609,849,159
473,425,775,803,852,678,667,301,425,143;754,660,676,654,754,566,765,738,331,73
330,720,105,641,623,825,820,752,426,639;583,455,969,461,214,574,27,792,945,631
586,822,962,63,560,38,511,71,189,812;432,276,789,529,760,725,530,912,267,957
207,891,724,73,750,691,263,107,877,269;714,187,305,439,906,806,468,855,640,758
224,697,809,618,149,590,602,724,54,533;772,503,553,309,159,267,618,152,557,471
744,214,328,613,543,533,987,665,315,53;78,106,547,906,225,321,735,867,950,181
900,450,727,366,775,579,512,34,554,232;72,298,36,641,889,218,179,856,403,479
525,559,371,569,890,289,890,443,606,71;954,188,20,299,902,423,701,70,913,690
577,756,538,172,195,754,425,95,687,338;911,915,781,85,644,272,294,567,920,468
983,408,879,956,766,803,589,598,971,545;959,256,188,862,874,5,793,924,103,221
15,82,336,210,637,937,162,960,255,129;807,362,355,865,774,62,612,922,758,510
188,9,776,743,881,464,513,172,583,661;712,377,159,604,910,444,98,577,579,157
205,33,393,792,194,154,196,866,422,513;848,926,391,175,97,674,826,753,24,753
843,861,343,35,886,127,315,925,902,240;86,154,518,870,943,737,122,253,768,241
504,368,403,232,4,564,172,481,364,177;791,451,268,813,521,26,333,395,973,293
527,21,596,758,93,854,745,58,469,708;482,94,198,900,976,714,453,808,949,305
234,591,542,84,148,945,603,751,762,417;413,837,583,157,172,264,987,752,368,46
895,21,161,502,938,629,9,447,573,951;151,597,425,955,728,733,67,679,679,24
471,892,238,14,919,581,406,527,339,223;773,823,765,185,552,747,498,434,355,719
744,395,201,964,309,997,295,22,197,270;604,144,430,989,63,263,232,803,423,776
804,678,156,40,225,595,509,864,214,531;490,66,587,795,416,146,856,962,277,726
392,625,775,386,465,761,137,627,606,503;708,577,371,133,28,611,416,949,152,451
347,812,135,220,731,450,663,760,803,530;746,382,489,114,312,78,804,950,492,286
343,809,769,450,397,998,37,105,28,903;368,225,883,349,617,397,959,400,519,340
510,94,842,634,415,994,896,374,706,380;846,917,386,648,560,189,363,209,100,799
289,568,622,179,149,413,1,924,410,835;742,868,643,425,847,211,901,337,543,880
950,873,953,103,854,87,384,279,221,908;59,775,828,231,658,69,14,544,453,986
144,133,804,435,339,836,402,32,814,212;345,294,473,681,682,783,403,388,553,728
720,603,634,548,325,748,222,788,276,269;250,859,439,976,5,442,391,229,599,501
176,952,69,73,907,688,192,319,401,270;283,273,195,430,678,832,947,323,560,769
110,95,14,757,882,327,265,192,249,952;564,446,619,636,606,990,380,188,448,68
299,306,211,323,837,51,709,775,491,424;575,326,933,990,898,471,132,514,759,615
915,484,104,84,652,353,125,82,414,491;675,457,678,649,19,264,742,358,429,311
622,850,775,137,185,361,84,783,907,901;81,792,745,628,104,72,968,21,132,626
309,470,826,716,555,119,787,305,126,48;371,139,87,796,466,615,693,377,523,258
79,134,862,72,852,18,622,480,177,428;664,414,953,985,927,498,781,116,788,413
711,505,86,583,936,304,104,138,258,405;837,41,785,775,654,136,138,710,938,213
520,323,964,553,270,713,387,144,229,19;300,652,480,866,26,923,361,561,266,831
994,231,12,196,458,762,551,876,237,149;889,586,572,803,840,120,392,978,298,415
105,271,298,225,647,423,865,912,965,40;898,972,114,466,167,349,406,152,678,17
415,336,26,184,53,973,325,183,643,465;505,187,209,784,940,724,193,210,213,244
636,738,348,200,974,207,330,398,821,189;53,224,486,929,569,213,258,49,161,593
402,345,957,410,94,193,34,102,792,564;78,47,785,16,646,995,803,158,462,501
11,496,790,569,501,284,789,555,826,135;709,803,514,742,782,300,429,651,665,58
767,906,592,963,575,450,870,768,592,908;994,522,860,579,116,120,793,527,345,363
525,804,180,95,513,758,479,396,904,577;789,833,408,428,140,417,425,204,170,654
430,348,572,974,668,117,946,866,695,72;621,725,790,107,776,680,634,292,869,79
463,903,121,695,728,437,135,455,642,612;121,784,857,896,785,513,495,706,136,808
570,567,161,977,927,511,751,916,197,749;593,801,495,231,909,650,488,334,877,116
761,415,505,545,638,543,787,98,117,35;786,813,131,414,810,842,197,20,733,982
43,15,580,606,970,919,447,681,50,346;229,181,713,967,731,957,406,475,749,405
511,958,145,241,158,912,395,368,18,291;617,738,695,113,488,506,95,373,991,535
954,921,807,503,431,537,272,325,27,333;314,130,554,708,24,348,241,729,31,408
466,920,224,227,489,163,417,758,302,804;664,678,63,228,521,111,448,386,731,656
286,880,451,299,977,645,291,57,388,824;169,787,208,82,1,368,755,211,685,877
969,583,147,378,75,1000,444,900,198,999;656,532,194,850,214,501,399,88,561,469
300,848,43,570,508,620,518,199,440,427;845,723,594,863,698,198,689,13,564,700
764,313,933,975,253,272,225,472,263,368;726,30,68,862,660,111,35,375,890,131
487,236,773,123,179,166,621,787,962,567;263,191,284,674,958,533,79,307,949,793
43,222,268,963,320,17,725,498,696,340;355,255,802,63,271,125,498,253,255,645
647,788,885,322,106,827,923,555,80,103;795,506,390,719,688,17,662,155,596,129
754,904,698,35,285,245,292,818,574,203;928,809,118,433,755,933,258,85,371,390
239,72,623,656,774,72,502,269,299,941;754,611,281,773,55,961,605,450,963,264
16,467,164,240,611,618,497,609,497,639;662,206,467,652,500,589,671,888,498,254
569,759,743,112,694,90,97,418,529,638;56,591,161,535,174,630,401,335,783,765
49,862,252,947,334,261,695,118,963,951;19,938,370,209,22,847,67,61,429,710
559,868,981,330,40,228,210,981,101,446;248,525,118,767,252,84,907,633,132,698
624,97,10,866,123,19,919,312,646,781;103,621,588,196,692,119,538,703,426,974
24,807,882,800,966,969,467,909,981,40;454,564,503,454,996,395,835,77,266,207
304,724,211,865,860,414,323,140,252,413;441,203,168,310,415,632,291,885,51,449
520,263,379,215,504,952,197,965,146,78;958,190,96,233,197,953,466,752,81,909
713,791,216,51,666,908,405,669,944,979;948,246,766,675,214,117,813,759,280,972
294,249,106,927,36,194,554,733,291,666;457,210,404,150,185,373,339,728,339,664
330,101,75,296,637,693,903,586,398,530;561,284,737,553,858,986,862,184,158,449
915,98,968,738,81,575,121,859,909,24;583,243,999,383,469,663,818,811,34,116
658,67,986,505,385,351,307,367,320,235;817,770,821,2,900,277,748,718,606,249
41,103,981,647,741,913,1000,18,931,353;375,103,521,325,269,916,605,655,695,291
636,605,954,88,972,728,356,221,492,814;361,429,781,727,784,201,473,136,306,712
297,920,575,788,926,554,587,45,438,503;121,573,917,264,623,845,251,296,734,664
660,819,253,782,359,82,949,616,955,450;893,148,957,62,648,264,502,661,229,204
261,402,327,617,229,295,305,68,911,751;193,680,975,798,472,504,38,75,772,707
65,575,862,763,324,650,50,21,29,120;502,353,72,608,805,900,806,708,631,124
183,455,218,694,134,277,656,638,482,821;474,426,185,716,17,303,558,744,427,572
807,601,650,122,867,818,364,962,166,707;17,389,123,777,864,36,95,332,547,984
131,680,916,726,458,253,584,544,53,91;661,327,224,284,814,351,617,424,822,326
265,405,768,439,614,861,347,648,536,864;465,691,561,530,772,579,936,825,497,842
292,442,31,962,386,729,18,244,275,418;706,564,261,338,823,612,461,99,532,957
945,662,705,625,101,514,341,897,67,50;816,434,975,22,442,876,69,141,242,866
678,881,670,476,138,286,72,231,972,428;657,409,666,419,543,83,20,793,878,169
357,196,722,515,645,393,328,776,710,611;765,470,697,293,542,296,555,424,851,307
175,575,110,250,21,619,755,916,336,190;712,307,75,74,634,531,857,67,336,400
558,192,844,106,583,496,162,198,262,130;735,223,984,295,10,45,486,655,459,504
504,30,483,887,503,668,942,42,815,803;652,383,907,962,287,240,506,321,473,988
468,744,583,679,398,639,786,18,82,906;482,204,112,496,258,348,18,305,446,79
812,588,195,703,951,929,398,382,419,592;181,535,856,219,899,609,658,31,364,18
493,261,959,164,776,614,226,600,930,681;689,794,817,128,377,759,821,782,195,463
653,549,211,827,378,230,971,98,11,944;421,69,715,108,928,15,595,260,656,615
288,644,467,544,304,753,243,194,349,11;70,277,538,519,383,896,453,567,127,402
621,616,260,986,330,971,361,883,425,697;439,621,673,534,323,359,185,828,255,854
778,468,83,746,780,936,321,541,183,994;638,646,242,422,456,381,825,333,515,767
360,836,50,364,481,320,55,548,810,763;245,345,257,106,898,944,334,119,712,805
78,358,630,601,799,182,830,865,948,647;35,500,90,574,806,350,548,24,479,916
815,648,720,266,310,370,45,316,818,333;343,68,357,677,813,552,187,47,88,548
845,915,958,103,144,598,293,781,296,510;865,981,590,542,288,502,902,960,842,842
871,777,812,913,212,720,365,865,419,785;194,111,650,688,946,28,504,321,375,819
305,918,692,686,339,998,280,169,507,600;193,421,224,9,622,96,125,981,691,192
272,441,991,607,769,625,777,172,855,797;205,459,56,59,245,748,242,106,973,433
144,977,242,129,573,156,47,153,123,834;125,179,644,618,724,638,716,989,990,890
118,777,372,217,453,116,394,729,654,743;194,909,94,826,874,129,692,918,875,89
169,824,540,396,820,613,699,504,333,251;353,601,106,985,91,107,487,86,854,145
506,78,63,713,807,111,939,749,427,955;503,993,131,375,105,231,94,359,44,858
961,509,616,51,54,405,216,925,613,433;596,802,607,687,315,700,595,818,754,965
750,334,266,400,676,345,843,834,245,336;381,440,770,689,757,732,544,529,720,87
828,691,508,860,513,863,84,167,535,495;623,552,537,665,470,9,227,848,80,499
777,49,813,672,713,49,478,920,982,57;782,28,459,942,793,694,148,773,245,611
568,905,892,741,280,435,660,99,200,230;785,461,969,731,848,842,418,276,675,545
541,798,163,576,807,950,283,223,70,79;869,259,714,343,665,300,823,849,983,134
385,423,880,90,940,574,59,912,230,360;391,797,889,921,652,463,714,424,949,667
671,468,502,497,799,979,472,590,521,111;636,785,21,881,126,822,88,91,420,379
193,684,902,191,660,20,31,316,178,166;693,763,44,996,891,741,168,648,912,720
496,141,621,268,426,506,156,755,368,765;19,46,460,429,881,808,698,300,921,952
29,193,663,318,776,351,27,580,980,653;391,629,924,734,256,42,731,129,982,243
386,623,675,864,830,369,306,625,774,906;176,44,785,615,599,27,655,800,447,213
429,695,570,760,726,297,97,587,612,591;276,584,886,35,56,329,834,665,274,88
222,956,99,708,143,59,358,233,126,455;130,317,687,968,831,178,467,147,786,735
37,851,55,627,765,672,980,168,704,262;921,408,933,823,617,773,196,797,358,343
219,778,254,207,347,706,376,774,417,33;907,17,76,915,711,742,467,865,900,281
83,622,898,628,974,144,29,922,229,341;669,878,238,987,637,168,497,962,546,277
452,92,653,130,77,698,685,832,685,836;426,638,745,816,173,666,315,401,509,651
901,88,636,918,505,629,370,510,799,759;922,158,425,93,578,620,57,360,678,156
197,702,909,363,860,344,520,432,178,46;360,776,707,650,70,678,332,29,490,859
644,286,812,84,683,804,811,112,743,762;381,884,398,114,335,934,640,392,152,454
976,532,959,623,321,429,484,126,313,442;175,110,329,957,634,323,872,391,346,529
405,512,1000,506,989,351,244,597,699,680;495,248,386,371,973,904,171,27,776,961
962,807,334,295,381,402,632,10,924,790;613,281,346,75,863,148,463,96,173,255
425,876,776,946,524,773,837,30,218,331;726,389,543,827,385,378,490,233,177,729
397,465,673,537,935,383,790,765,252,809;999,706,444,722,673,856,204,740,500,442
438,604,715,711,587,592,627,904,904,409;429,357,364,436,64,440,719,102,627,761
676,873,729,335,943,696,75,257,762,308;339,461,350,199,199,912,78,129,213,985
967,737,707,51,600,371,784,856,692,424;7,834,814,318,540,867,149,641,18,137
656,109,252,962,558,265,635,125,377,720;874,858,493,811,403,603,686,928,866,212
430,607,592,232,101,959,236,748,78,517;790,659,454,421,319,553,331,237,161,97
566,835,540,757,943,782,156,637,917,718;67,943,122,397,620,509,543,964,376,451
681,484,546,249,380,166,989,119,177,73;572,833,759,244,759,366,183,287,900,896
462,673,145,551,867,4,616,301,878,448;528,190,891,762,545,884,731,518,330,863
793,987,222,775,975,840,296,657,475,735;479,645,287,487,168,314,483,649,171,481
564,185,706,728,943,302,151,62,352,555;19,519,367,644,19,421,406,550,641,688
351,738,158,597,404,281,685,85,966,312;438,870,808,220,879,86,592,20,356,453
278,67,223,863,287,433,197,8,930,898;511,894,933,823,792,761,540,58,155,402
34,245,994,170,436,872,41,271,865,659;801,949,932,495,148,83,112,413,403,985
180,76,322,451,117,553,358,222,287,268;802,169,272,599,102,166,807,670,840,805
437,861,457,235,794,449,844,963,233,713;643,336,626,895,724,261,82,697,132,215
323,328,754,277,215,987,95,15,978,467;481,420,963,42,460,442,875,286,934,806
104,249,874,838,614,127,431,190,557,968;935,17,784,343,489,544,921,691,880,815
868,448,138,549,874,497,41,599,973,276;220,574,962,749,208,333,438,518,385,384
732,328,897,116,609,193,57,202,960,733;116,673,612,797,249,335,605,797,858,103
815,652,286,228,555,127,896,240,545,166;13,501,683,416,884,106,76,155,232,521
311,101,863,764,223,299,672,882,43,603;194,18,892,152,544,196,704,589,46,88
377,140,131,83,891,419,217,917,411,623;754,544,883,788,521,299,447,373,361,335
850,127,284,40,372,772,554,941,598,273;719,644,82,314,910,637,587,828,538,767
902,918,450,252,99,156,355,329,474,230;920,540,47,970,763,372,840,272,46,482
66,642,229,832,572,113,64,693,432,518;615,932,134,323,2,246,629,8,347,315
692,413,978,585,963,540,414,882,336,440;994,280,647,397,879,697,891,759,565,562
330,119,834,859,541,919,437,416,988,815;960,524,184,249,368,228,57,13,906,395
144,34,409,139,15,564,545,880,755,744;713,680,903,892,121,541,926,856,941,289
908,742,616,128,155,524,415,914,459,435;235,633,637,554,260,31,883,683,822,97
82,114,999,183,312,243,902,679,464,266;911,667,501,191,50,223,243,794,8,202
521,529,504,841,467,216,383,315,496,975;146,512,505,990,77,579,975,648,761,490
892,990,793,566,265,757,1000,530,562,149;281,205,877,685,285,225,106,197,288,165
977,609,535,717,910,250,184,637,964,370;206,505,422,28,72,120,501,188,770,180
957,803,271,436,216,161,658,951,83,743;413,902,127,878,401,872,132,378,726,23
380,473,421,242,960,762,112,977,699,496;223,181,382,993,20,341,687,222,441,844
217,548,700,983,386,99,964,858,174,575;946,193,60,81,175,637,590,939,102,457
535,485,679,202,547,673,522,971,126,791;342,400,527,600,438,666,934,490,963,867
818,345,406,78,856,275,258,905,273,363;196,65,521,60,637,996,593,395,837,114
256,709,365,950,672,196,208,852,818,555;869,454,231,669,445,821,615,516,168,591
784,62,831,669,840,774,678,371,8,692;785,880,796,722,801,633,357,123,891,492
158,261,554,714,235,59,1000,795,457,270;219,158,876,585,846,433,178,946,764,325
94,14,163,475,13,927,727,590,836,472;997,712,923,732,498,351,310,489,843,316
283,570,115,497,876,568,468,476,51,901;389,242,687,935,321,473,665,64,437,131
377,685,604,115,633,619,645,10,921,624;278,685,506,40,623,1000,410,712,416,23
977,519,179,217,643,311,305,432,976,908;342,866,284,200,119,323,156,984,179,285
573,621,247,141,701,922,107,264,486,424;895,715,657,301,728,631,348,804,119,46
513,726,917,822,282,39,301,435,462,292;338,269,449,571,128,699,770,707,384,665
861,286,533,154,583,95,881,104,338,232;623,860,894,481,537,678,368,108,782,645
819,75,853,685,268,399,411,359,264,905;508,879,265,813,329,476,299,593,218,243
332,342,10,124,241,497,662,100,19,198;350,216,151,331,530,140,747,952,516,699
246,1,470,272,484,308,958,576,771,90;65,424,215,660,673,649,524,907,353,986
627,229,990,490,725,596,595,222,933,550;578,88,602,33,843,696,836,848,607,115
657,709,683,467,277,113,545,519,204,48;412,397,736,24,111,968,368,388,651,930
892,309,789,384,402,616,193,802,879,211;677,121,493,318,415,673,361,310,324,172
111,982,257,268,829,33,647,326,29,394;496,624,458,348,92,969,762,957,282,369
5,861,345,217,441,624,202,484,324,404;815,116,59,623,882,693,568,929,570,546
257,216,517,346,746,305,259,506,537,516;501,535,713,456,861,313,394,507,525,5
332,869,370,785,983,455,111,492,811,904;963,522,647,535,776,151,618,870,366,188
761,491,72,584,871,659,239,484,608,688;899,70,342,967,575,484,793,747,237,142
815,383,793,832,502,565,704,360,873,576;730,687,80,47,285,159,192,551,378,24
320,920,790,357,737,973,752,305,432,823;453,117,429,769,904,921,406,628,926,983
641,528,860,505,143,18,949,888,625,675;760,524,239,11,902,629,154,967,203,445
553,760,332,974,860,951,923,935,445,886;406,206,609,791,621,752,291,268,273,119
523,360,313,682,429,78,841,298,242,83;316,7,815,585,275,98,197,513,755,732
168,426,54,904,442,713,809,138,324,414;429,803,940,144,385,521,205,795,502,144
845,931,872,705,428,582,114,135,575,230;467,733,816,395,858,834,327,23,410,459
437,931,172,271,568,627,368,827,178,548;807,437,303,776,338,278,467,960,588,279
830,890,519,132,505,61,268,995,555,594;333,55,256,378,286,486,31,121,895,689
983,828,702,104,536,209,609,459,655,526;518,200,595,382,777,37,386,114,891,579
795,547,919,166,413,988,371,11,240,561;130,783,340,654,772,223,876,412,59,937
101,412,770,742,644,868,819,360,976,580;175,16,75,80,660,709,513,124,376,826
824,207,669,445,643,619,184,947,456,73;876,133,523,726,410,537,105,406,261,698
867,22,734,280,973,639,377,12,49,473;658,270,913,569,22,51,978,31,99,991
151,421,683,177,296,552,172,98,631,973;12,713,722,83,178,912,431,371,529,502
741,117,114,52,811,896,376,89,869,852;35,348,151,541,275,669,407,1000,130,848
176,962,265,659,490,157,318,846,866,798;299,823,797,323,814,327,577,589,530,468
701,279,498,178,326,684,458,122,450,101;21,106,819,291,493,501,479,22,407,882
163,729,716,219,33,883,119,551,623,435;947,376,885,479,342,210,229,37,228,723
255,64,896,319,723,278,796,8,20,393;176,840,504,235,127,969,215,34,326,843
966,636,556,291,879,713,43,547,350,237;802,127,883,123,21,141,397,467,736,681
